word,count,disc_count,fw_count,estimate,leftover_prob
saveup.com_a,1,0.3,1,0.3,0.7
free_website,1,0.3,56,0.005357143,0.7
lets_you,1,0.3,12,0.025,0.7
you_earn,1,0.3,1035,0.000289855,0.7
shot_at,1,0.3,24,0.0125,0.7
at_cash,1,0.3,601,0.000499168,0.7
other_prizes,1,0.3,136,0.002205882,0.7
prizes_just,1,0.3,2,0.15,0.7
thing_vegan,1,0.3,64,0.0046875,0.7
vegan_night,1,0.3,3,0.1,0.7
night_vegan,1,0.3,77,0.003896104,0.7
vegan_slices,1,0.3,3,0.1,0.7
slices_5pm-close,1,0.3,1,0.3,0.7
5pm-close_the,1,0.3,1,0.3,0.7
avengers_million,1,0.3,2,0.15,0.7
million_million,1,0.3,44,0.006818182,0.7
million_international,1,0.3,44,0.006818182,0.7
international_when,1,0.3,17,0.017647059,0.7
when_is,1,0.3,271,0.001107011,0.7
is_true,1,0.3,1138,0.00026362,0.7
true_#randb,1,0.3,23,0.013043478,0.7
#randb_gonna,1,0.3,1,0.3,0.7
gonna_come,1,0.3,21,0.014285714,0.7
back_come,1,0.3,135,0.002222222,0.7
for_#nightsweats,1,0.3,1092,0.000274725,0.7
#nightsweats_tonight,1,0.3,1,0.3,0.7
at_emp,1,0.3,601,0.000499168,0.7
emp_industry,1,0.3,1,0.3,0.7
industry_night,1,0.3,13,0.023076923,0.7
night_8pm,1,0.3,77,0.003896104,0.7
8pm_qotd,1,0.3,2,0.15,0.7
qotd_nothing,1,0.3,1,0.3,0.7
time_if,1,0.3,212,0.001415094,0.7
experience_wisely,1,0.3,24,0.0125,0.7
wisely_auguste,1,0.3,1,0.3,0.7
auguste_rodin,1,0.3,1,0.3,0.7
rodin_thanks,1,0.3,1,0.3,0.7
support_it,1,0.3,34,0.008823529,0.7
means_a,1,0.3,24,0.0125,0.7
that_pisses,1,0.3,1112,0.000269784,0.7
pisses_me,1,0.3,1,0.3,0.7
off_more,1,0.3,109,0.002752294,0.7
than_anything,1,0.3,148,0.002027027,0.7
anything_is,1,0.3,34,0.008823529,0.7
even_threatening,1,0.3,108,0.002777778,0.7
threatening_a,1,0.3,4,0.075,0.7
woman_with,1,0.3,20,0.015,0.7
with_violence,1,0.3,735,0.000408163,0.7
violence_#thebestpartofmyday,1,0.3,6,0.05,0.7
#thebestpartofmyday_was,1,0.3,1,0.3,0.7
was_using,1,0.3,638,0.000470219,0.7
using_wrecking,1,0.3,29,0.010344828,0.7
wrecking_balm,1,0.3,1,0.3,0.7
balm_i,1,0.3,1,0.3,0.7
today_tomorrow,1,0.3,100,0.003,0.7
i_tweet,1,0.3,1571,0.000190961,0.7
tweet_these,1,0.3,15,0.02,0.7
these_birds,1,0.3,76,0.003947368,0.7
birds_regard,1,0.3,4,0.075,0.7
regard_me,1,0.3,2,0.15,0.7
mother_a,1,0.3,14,0.021428571,0.7
a_strange,1,0.3,2406,0.000124688,0.7
strange_huge,1,0.3,3,0.1,0.7
huge_earthbound,1,0.3,15,0.02,0.7
earthbound_flightless,1,0.3,1,0.3,0.7
flightless_mother,1,0.3,1,0.3,0.7
mother_but,1,0.3,14,0.021428571,0.7
of_sustenance,1,0.3,1984,0.00015121,0.7
sustenance_and,1,0.3,1,0.3,0.7
comfort_she,1,0.3,8,0.0375,0.7
she_writes,1,0.3,229,0.001310044,0.7
writes_this,1,0.3,2,0.15,0.7
is_deeply,1,0.3,1138,0.00026362,0.7
deeply_fulfilling,1,0.3,1,0.3,0.7
fulfilling_to,1,0.3,1,0.3,0.7
is_knowing,1,0.3,1138,0.00026362,0.7
that_utterly,1,0.3,1112,0.000269784,0.7
utterly_beguiles,1,0.3,1,0.3,0.7
beguiles_me,1,0.3,1,0.3,0.7
has_me,1,0.3,245,0.00122449,0.7
me_humming,1,0.3,337,0.000890208,0.7
humming_with,1,0.3,1,0.3,0.7
joy_along,1,0.3,7,0.042857143,0.7
the_invisible,1,0.3,4856,6.17792E-05,0.7
invisible_lines,1,0.3,3,0.1,0.7
lines_that,1,0.3,6,0.05,0.7
connect_us,1,0.3,7,0.042857143,0.7
and_poetry,1,0.3,2430,0.000123457,0.7
poetry_would,1,0.3,2,0.15,0.7
was_discouraged,1,0.3,638,0.000470219,0.7
discouraged_recently,1,0.3,1,0.3,0.7
recently_in,1,0.3,23,0.013043478,0.7
my_poetic,1,0.3,497,0.000603622,0.7
poetic_endeavors,1,0.3,1,0.3,0.7
endeavors_its,1,0.3,2,0.15,0.7
the_self-critical,1,0.3,4856,6.17792E-05,0.7
self-critical_parts,1,0.3,1,0.3,0.7
really_seem,1,0.3,129,0.002325581,0.7
seem_able,1,0.3,13,0.023076923,0.7
to_stymy,1,0.3,2827,0.00010612,0.7
stymy_creative,1,0.3,1,0.3,0.7
creative_outpourings,1,0.3,14,0.021428571,0.7
outpourings_unfortunately,1,0.3,1,0.3,0.7
unfortunately_one,1,0.3,12,0.025,0.7
the_weirder,1,0.3,4856,6.17792E-05,0.7
weirder_things,1,0.3,2,0.15,0.7
things_ive,1,0.3,83,0.003614458,0.7
done_since,1,0.3,42,0.007142857,0.7
a_kid,1,0.3,2406,0.000124688,0.7
is_collect,1,0.3,1138,0.00026362,0.7
collect_quotes,1,0.3,2,0.15,0.7
quotes_that,1,0.3,1,0.3,0.7
love_type,1,0.3,146,0.002054795,0.7
type_them,1,0.3,12,0.025,0.7
or_write,1,0.3,294,0.001020408,0.7
write_them,1,0.3,15,0.02,0.7
add_them,1,0.3,14,0.021428571,0.7
small_folder,1,0.3,38,0.007894737,0.7
folder_where,1,0.3,3,0.1,0.7
with_funny,1,0.3,735,0.000408163,0.7
funny_or,1,0.3,14,0.021428571,0.7
or_pretty,1,0.3,294,0.001020408,0.7
pretty_cards,1,0.3,43,0.006976744,0.7
cards_people,1,0.3,6,0.05,0.7
have_given,1,0.3,518,0.000579151,0.7
me_bizarre,1,0.3,337,0.000890208,0.7
bizarre_doodles,1,0.3,1,0.3,0.7
doodles_from,1,0.3,1,0.3,0.7
from_class,1,0.3,394,0.000761421,0.7
other_scraps,1,0.3,136,0.002205882,0.7
life_like,1,0.3,97,0.003092784,0.7
like_bumper,1,0.3,245,0.00122449,0.7
bumper_stickers,1,0.3,1,0.3,0.7
stickers_etc,1,0.3,1,0.3,0.7
take_this,1,0.3,90,0.003333333,0.7
this_folder,1,0.3,563,0.00053286,0.7
folder_with,1,0.3,3,0.1,0.7
and_reassemble,1,0.3,2430,0.000123457,0.7
reassemble_the,1,0.3,1,0.3,0.7
the_items,1,0.3,4856,6.17792E-05,0.7
items_described,1,0.3,12,0.025,0.7
described_on,1,0.3,6,0.05,0.7
a_bulletin,1,0.3,2406,0.000124688,0.7
board_so,1,0.3,26,0.011538462,0.7
that_now,1,0.3,1112,0.000269784,0.7
now_most,1,0.3,161,0.001863354,0.7
most_bits,1,0.3,86,0.003488372,0.7
bits_have,1,0.3,2,0.15,0.7
have_multiple,1,0.3,518,0.000579151,0.7
multiple_holes,1,0.3,10,0.03,0.7
holes_in,1,0.3,4,0.075,0.7
various_thumb,1,0.3,10,0.03,0.7
thumb_tacks,1,0.3,3,0.1,0.7
tacks_ive,1,0.3,1,0.3,0.7
ive_stuck,1,0.3,15,0.02,0.7
stuck_them,1,0.3,4,0.075,0.7
nice_because,1,0.3,38,0.007894737,0.7
be_creative,1,0.3,527,0.00056926,0.7
creative_that,1,0.3,14,0.021428571,0.7
sometimes_im,1,0.3,22,0.013636364,0.7
im_good,1,0.3,60,0.005,0.7
that_other,1,0.3,1112,0.000269784,0.7
are_creative,1,0.3,531,0.000564972,0.7
creative_inspire,1,0.3,14,0.021428571,0.7
inspire_me,1,0.3,2,0.15,0.7
parents_dont,1,0.3,17,0.017647059,0.7
me_presesnts,1,0.3,337,0.000890208,0.7
presesnts_for,1,0.3,1,0.3,0.7
for_easter,1,0.3,1092,0.000274725,0.7
easter_because,1,0.3,9,0.033333333,0.7
say_that's,1,0.3,109,0.002752294,0.7
not_important,1,0.3,455,0.000659341,0.7
important_it's,1,0.3,27,0.011111111,0.7
what_easter's,1,0.3,304,0.000986842,0.7
easter's_about,1,0.3,1,0.3,0.7
about_guess,1,0.3,351,0.000854701,0.7
thats_true,1,0.3,27,0.011111111,0.7
true_haha,1,0.3,23,0.013043478,0.7
i'm_lying,1,0.3,165,0.001818182,0.7
it's_sslurtles,1,0.3,185,0.001621622,0.7
sslurtles_all,1,0.3,1,0.3,0.7
purchase_it,1,0.3,5,0.06,0.7
the_amazon.com,1,0.3,4856,6.17792E-05,0.7
amazon.com_website,1,0.3,2,0.15,0.7
website_it,1,0.3,15,0.02,0.7
only_costs,1,0.3,151,0.001986755,0.7
costs_with,1,0.3,9,0.033333333,0.7
with_free,1,0.3,735,0.000408163,0.7
free_shipping,1,0.3,56,0.005357143,0.7
shipping_its,1,0.3,2,0.15,0.7
the_pakistani,1,0.3,4856,6.17792E-05,0.7
pakistani_men,1,0.3,1,0.3,0.7
who_considered,1,0.3,258,0.001162791,0.7
considered_their,1,0.3,6,0.05,0.7
their_prey,1,0.3,204,0.001470588,0.7
be_beneath,1,0.3,527,0.00056926,0.7
beneath_contempt,1,0.3,5,0.06,0.7
contempt_i,1,0.3,2,0.15,0.7
local_authorities,1,0.3,32,0.009375,0.7
authorities_for,1,0.3,5,0.06,0.7
years_was,1,0.3,105,0.002857143,0.7
these_chaotic,1,0.3,76,0.003947368,0.7
chaotic_girls,1,0.3,1,0.3,0.7
girls_were,1,0.3,20,0.015,0.7
not_held,1,0.3,455,0.000659341,0.7
high_regard,1,0.3,51,0.005882353,0.7
regard_explains,1,0.3,2,0.15,0.7
explains_simon,1,0.3,5,0.06,0.7
simon_danczuk,1,0.3,5,0.06,0.7
danczuk_the,1,0.3,1,0.3,0.7
the_mp,1,0.3,4856,6.17792E-05,0.7
mp_for,1,0.3,1,0.3,0.7
for_rochdale,1,0.3,1092,0.000274725,0.7
rochdale_choosing,1,0.3,1,0.3,0.7
choosing_his,1,0.3,2,0.15,0.7
his_words,1,0.3,323,0.000928793,0.7
words_carefully,1,0.3,18,0.016666667,0.7
carefully_i,1,0.3,2,0.15,0.7
its_political,1,0.3,198,0.001515152,0.7
correctness_but,1,0.3,2,0.15,0.7
attitude_was,1,0.3,10,0.03,0.7
was_these,1,0.3,638,0.000470219,0.7
life_choices,1,0.3,97,0.003092784,0.7
choices_the,1,0.3,4,0.075,0.7
are_making,1,0.3,531,0.000564972,0.7
making_it's,1,0.3,38,0.007894737,0.7
to_late,1,0.3,2827,0.00010612,0.7
try_cheddar,1,0.3,39,0.007692308,0.7
cheddar_chive,1,0.3,1,0.3,0.7
chive_scones,1,0.3,1,0.3,0.7
scones_gravy,1,0.3,1,0.3,0.7
gravy_prepared,1,0.3,4,0.075,0.7
prepared_fresh,1,0.3,6,0.05,0.7
fresh_by,1,0.3,11,0.027272727,0.7
by_chef,1,0.3,290,0.001034483,0.7
chef_chris,1,0.3,3,0.1,0.7
chris_theologically,1,0.3,7,0.042857143,0.7
theologically_sikhs,1,0.3,1,0.3,0.7
sikhs_or,1,0.3,3,0.1,0.7
least_many,1,0.3,33,0.009090909,0.7
many_sikhs,1,0.3,98,0.003061224,0.7
sikhs_have,1,0.3,3,0.1,0.7
have_stressed,1,0.3,518,0.000579151,0.7
stressed_union,1,0.3,1,0.3,0.7
god_or,1,0.3,46,0.006521739,0.7
the_unity,1,0.3,4856,6.17792E-05,0.7
unity_of,1,0.3,2,0.15,0.7
man_guru,1,0.3,62,0.00483871,0.7
guru_nanak,1,0.3,2,0.15,0.7
nanak_talked,1,0.3,1,0.3,0.7
talked_of,1,0.3,4,0.075,0.7
the_transformation,1,0.3,4856,6.17792E-05,0.7
transformation_of,1,0.3,2,0.15,0.7
of_man,1,0.3,1984,0.00015121,0.7
a_permanent,1,0.3,2406,0.000124688,0.7
permanent_union,1,0.3,1,0.3,0.7
god_guru,1,0.3,46,0.006521739,0.7
guru_nanak's,1,0.3,2,0.15,0.7
nanak's_anti-communalist,1,0.3,1,0.3,0.7
anti-communalist_position,1,0.3,1,0.3,0.7
position_flows,1,0.3,8,0.0375,0.7
flows_directly,1,0.3,1,0.3,0.7
directly_from,1,0.3,4,0.075,0.7
this_theological,1,0.3,563,0.00053286,0.7
theological_stance,1,0.3,1,0.3,0.7
stance_on,1,0.3,2,0.15,0.7
on_god,1,0.3,869,0.000345224,0.7
man_more,1,0.3,62,0.00483871,0.7
more_specifically,1,0.3,251,0.001195219,0.7
specifically_sikhs,1,0.3,6,0.05,0.7
sikhs_are,1,0.3,3,0.1,0.7
are_instructed,1,0.3,531,0.000564972,0.7
instructed_to,1,0.3,2,0.15,0.7
to_transcend,1,0.3,2827,0.00010612,0.7
transcend_and,1,0.3,1,0.3,0.7
and_merge,1,0.3,2430,0.000123457,0.7
merge_their,1,0.3,1,0.3,0.7
their_souls,1,0.3,204,0.001470588,0.7
souls_directly,1,0.3,2,0.15,0.7
directly_with,1,0.3,4,0.075,0.7
god_this,1,0.3,46,0.006521739,0.7
done_specifically,1,0.3,42,0.007142857,0.7
specifically_to,1,0.3,6,0.05,0.7
allow_themselves,1,0.3,5,0.06,0.7
themselves_to,1,0.3,19,0.015789474,0.7
to_rise,1,0.3,2827,0.00010612,0.7
rise_above,1,0.3,3,0.1,0.7
above_their,1,0.3,10,0.03,0.7
their_egos,1,0.3,204,0.001470588,0.7
egos_in,1,0.3,1,0.3,0.7
escape_from,1,0.3,2,0.15,0.7
from_vanity,1,0.3,394,0.000761421,0.7
vanity_and,1,0.3,1,0.3,0.7
and_repetitive,1,0.3,2430,0.000123457,0.7
repetitive_reincarnation,1,0.3,1,0.3,0.7
reincarnation_however,1,0.3,1,0.3,0.7
however_there,1,0.3,24,0.0125,0.7
never_a,1,0.3,88,0.003409091,0.7
complete_identity,1,0.3,13,0.023076923,0.7
identity_between,1,0.3,7,0.042857143,0.7
between_god,1,0.3,34,0.008823529,0.7
individual_sikh,1,0.3,5,0.06,0.7
sikh_the,1,0.3,3,0.1,0.7
the_soul,1,0.3,4856,6.17792E-05,0.7
sikh_is,1,0.3,3,0.1,0.7
to_retain,1,0.3,2827,0.00010612,0.7
retain_its,1,0.3,2,0.15,0.7
its_identity,1,0.3,198,0.001515152,0.7
identity_that,1,0.3,7,0.042857143,0.7
sikh_and,1,0.3,3,0.1,0.7
and_god,1,0.3,2430,0.000123457,0.7
god_are,1,0.3,46,0.006521739,0.7
are_never,1,0.3,531,0.000564972,0.7
never_ontologically,1,0.3,88,0.003409091,0.7
ontologically_identical,1,0.3,1,0.3,0.7
identical_fire,1,0.3,1,0.3,0.7
fire_alarm,1,0.3,27,0.011111111,0.7
alarm_at,1,0.3,3,0.1,0.7
el_paso,1,0.3,2,0.15,0.7
paso_didn't,1,0.3,1,0.3,0.7
didn't_go,1,0.3,43,0.006976744,0.7
go_off,1,0.3,127,0.002362205,0.7
top_floor,1,0.3,31,0.009677419,0.7
floor_where,1,0.3,16,0.01875,0.7
where_our,1,0.3,99,0.003030303,0.7
conference_is,1,0.3,19,0.015789474,0.7
on_good,1,0.3,869,0.000345224,0.7
as_dead,1,0.3,492,0.000609756,0.7
dead_never,1,0.3,15,0.02,0.7
never_stand,1,0.3,88,0.003409091,0.7
your_foot,1,0.3,346,0.000867052,0.7
foot_falls,1,0.3,4,0.075,0.7
falls_asleep,1,0.3,2,0.15,0.7
asleep_wearing,1,0.3,2,0.15,0.7
wearing_heels,1,0.3,6,0.05,0.7
heels_they,1,0.3,3,0.1,0.7
will_choose,1,0.3,318,0.000943396,0.7
choose_the,1,0.3,4,0.075,0.7
write_the,1,0.3,15,0.02,0.7
info_most,1,0.3,6,0.05,0.7
most_said,1,0.3,86,0.003488372,0.7
like_having,1,0.3,245,0.00122449,0.7
having_them,1,0.3,50,0.006,0.7
room_this,1,0.3,26,0.011538462,0.7
year_need,1,0.3,125,0.0024,0.7
need_more,1,0.3,111,0.002702703,0.7
contact_rob,1,0.3,12,0.025,0.7
rob_pac,1,0.3,2,0.15,0.7
pac_man,1,0.3,2,0.15,0.7
man_will,1,0.3,62,0.00483871,0.7
will_win,1,0.3,318,0.000943396,0.7
win_only,1,0.3,24,0.0125,0.7
a_money,1,0.3,2406,0.000124688,0.7
money_fight,1,0.3,48,0.00625,0.7
for_floyd,1,0.3,1092,0.000274725,0.7
floyd_mayweather,1,0.3,1,0.3,0.7
mayweather_by,1,0.3,1,0.3,0.7
by_comparison,1,0.3,290,0.001034483,0.7
comparison_the,1,0.3,2,0.15,0.7
the_lowest-offered,1,0.3,4856,6.17792E-05,0.7
lowest-offered_salaries,1,0.3,1,0.3,0.7
salaries_range,1,0.3,1,0.3,0.7
in_saddleback,1,0.3,1587,0.000189036,0.7
saddleback_valley,1,0.3,1,0.3,0.7
valley_unified,1,0.3,8,0.0375,0.7
unified_to,1,0.3,4,0.075,0.7
to_at,1,0.3,2827,0.00010612,0.7
at_anaheim,1,0.3,601,0.000499168,0.7
anaheim_city,1,0.3,1,0.3,0.7
city_elementary,1,0.3,64,0.0046875,0.7
elementary_according,1,0.3,4,0.075,0.7
state_records,1,0.3,62,0.00483871,0.7
records_on,1,0.3,14,0.021428571,0.7
my_eoc,1,0.3,497,0.000603622,0.7
eoc_for,1,0.3,1,0.3,0.7
for_science,1,0.3,1092,0.000274725,0.7
science_i,1,0.3,9,0.033333333,0.7
i_passed,1,0.3,1571,0.000190961,0.7
passed_morning,1,0.3,9,0.033333333,0.7
morning_#philly,1,0.3,33,0.009090909,0.7
#philly_rise,1,0.3,1,0.3,0.7
rise_and,1,0.3,3,0.1,0.7
and_shine,1,0.3,2430,0.000123457,0.7
shine_it's,1,0.3,6,0.05,0.7
it's_tuesday,1,0.3,185,0.001621622,0.7
tuesday_we're,1,0.3,28,0.010714286,0.7
we're_ready,1,0.3,32,0.009375,0.7
at_#jobspring,1,0.3,601,0.000499168,0.7
#jobspring_#philadelphia,1,0.3,1,0.3,0.7
#philadelphia_ironically,1,0.3,1,0.3,0.7
ironically_may,1,0.3,1,0.3,0.7
may_1st,1,0.3,68,0.004411765,0.7
1st_is,1,0.3,7,0.042857143,0.7
is_commemorated,1,0.3,1138,0.00026362,0.7
commemorated_as,1,0.3,1,0.3,0.7
as_international,1,0.3,492,0.000609756,0.7
international_workers,1,0.3,17,0.017647059,0.7
workers_day,1,0.3,7,0.042857143,0.7
of_chicago,1,0.3,1984,0.00015121,0.7
chicago_illinois,1,0.3,12,0.025,0.7
illinois_in,1,0.3,9,0.033333333,0.7
hey_when,1,0.3,22,0.013636364,0.7
to_seattle,1,0.3,2827,0.00010612,0.7
seattle_everyone,1,0.3,9,0.033333333,0.7
everyone_go,1,0.3,56,0.005357143,0.7
follow_because,1,0.3,58,0.005172414,0.7
love_her,1,0.3,146,0.002054795,0.7
her_so,1,0.3,216,0.001388889,0.7
so_does,1,0.3,387,0.000775194,0.7
does_harry,1,0.3,61,0.004918033,0.7
harry_styles,1,0.3,6,0.05,0.7
styles_good,1,0.3,3,0.1,0.7
your_talk,1,0.3,346,0.000867052,0.7
talk_at,1,0.3,43,0.006976744,0.7
at_today,1,0.3,601,0.000499168,0.7
one_kathy,1,0.3,270,0.001111111,0.7
kathy_said,1,0.3,4,0.075,0.7
go_first,1,0.3,127,0.002362205,0.7
but_ill,1,0.3,498,0.00060241,0.7
ill_call,1,0.3,12,0.025,0.7
call_around,1,0.3,50,0.006,0.7
around_from,1,0.3,83,0.003614458,0.7
pay_phone,1,0.3,26,0.011538462,0.7
phone_mary,1,0.3,21,0.014285714,0.7
mary_c,1,0.3,7,0.042857143,0.7
c_bibliographic,1,0.3,16,0.01875,0.7
bibliographic_details,1,0.3,1,0.3,0.7
details_paperback,1,0.3,11,0.027272727,0.7
paperback_pages,1,0.3,1,0.3,0.7
pages_isbn,1,0.3,10,0.03,0.7
isbn_isbn,1,0.3,2,0.15,0.7
isbn_price,1,0.3,2,0.15,0.7
price_web,1,0.3,15,0.02,0.7
web_page,1,0.3,10,0.03,0.7
page_here,1,0.3,15,0.02,0.7
here_i'm,1,0.3,94,0.003191489,0.7
with_work,1,0.3,735,0.000408163,0.7
work_school,1,0.3,99,0.003030303,0.7
school_life,1,0.3,80,0.00375,0.7
life_it's,1,0.3,97,0.003092784,0.7
it's_unfair,1,0.3,185,0.001621622,0.7
unfair_its,1,0.3,3,0.1,0.7
its_ok,1,0.3,198,0.001515152,0.7
ok_pour,1,0.3,19,0.015789474,0.7
the_batter,1,0.3,4856,6.17792E-05,0.7
batter_into,1,0.3,2,0.15,0.7
cake_tin,1,0.3,6,0.05,0.7
tin_smooth,1,0.3,6,0.05,0.7
smooth_the,1,0.3,4,0.075,0.7
and_sprinkle,1,0.3,2430,0.000123457,0.7
sprinkle_with,1,0.3,2,0.15,0.7
with_almond,1,0.3,735,0.000408163,0.7
almond_slivers,1,0.3,1,0.3,0.7
slivers_they,1,0.3,1,0.3,0.7
say_love,1,0.3,109,0.002752294,0.7
key_somebody,1,0.3,14,0.021428571,0.7
somebody_changed,1,0.3,9,0.033333333,0.7
the_lock,1,0.3,4856,6.17792E-05,0.7
lock_oer,1,0.3,1,0.3,0.7
oer_many,1,0.3,1,0.3,0.7
many_a,1,0.3,98,0.003061224,0.7
a_dainty,1,0.3,2406,0.000124688,0.7
dainty_dish,1,0.3,1,0.3,0.7
dish_lawmakers,1,0.3,4,0.075,0.7
lawmakers_introduced,1,0.3,1,0.3,0.7
a_resolution,1,0.3,2406,0.000124688,0.7
resolution_thursday,1,0.3,3,0.1,0.7
thursday_calling,1,0.3,25,0.012,0.7
calling_for,1,0.3,4,0.075,0.7
an_end,1,0.3,289,0.001038062,0.7
end_to,1,0.3,41,0.007317073,0.7
to_nypd,1,0.3,2827,0.00010612,0.7
nypd_programs,1,0.3,1,0.3,0.7
that_infiltrated,1,0.3,1112,0.000269784,0.7
infiltrated_mosques,1,0.3,1,0.3,0.7
mosques_and,1,0.3,1,0.3,0.7
and_monitored,1,0.3,2430,0.000123457,0.7
monitored_even,1,0.3,1,0.3,0.7
even_innocent,1,0.3,108,0.002777778,0.7
innocent_conversations,1,0.3,2,0.15,0.7
conversations_in,1,0.3,3,0.1,0.7
in_cafes,1,0.3,1587,0.000189036,0.7
cafes_and,1,0.3,2,0.15,0.7
and_bookstores,1,0.3,2430,0.000123457,0.7
bookstores_muslim,1,0.3,2,0.15,0.7
muslim_business,1,0.3,2,0.15,0.7
owners_were,1,0.3,7,0.042857143,0.7
were_included,1,0.3,198,0.001515152,0.7
in_police,1,0.3,1587,0.000189036,0.7
police_files,1,0.3,33,0.009090909,0.7
files_even,1,0.3,1,0.3,0.7
no_allegations,1,0.3,201,0.001492537,0.7
allegations_of,1,0.3,5,0.06,0.7
of_wrongdoing,1,0.3,1984,0.00015121,0.7
wrongdoing_fortunately,1,0.3,2,0.15,0.7
fortunately_nowadays,1,0.3,2,0.15,0.7
nowadays_it,1,0.3,2,0.15,0.7
is_super,1,0.3,1138,0.00026362,0.7
super_easy,1,0.3,20,0.015,0.7
find_lessons,1,0.3,62,0.00483871,0.7
lessons_vocab,1,0.3,5,0.06,0.7
vocab_lists,1,0.3,1,0.3,0.7
lists_and,1,0.3,4,0.075,0.7
all_other,1,0.3,340,0.000882353,0.7
other_sorts,1,0.3,136,0.002205882,0.7
any_language,1,0.3,94,0.003191489,0.7
language_you,1,0.3,12,0.025,0.7
learn_on,1,0.3,13,0.023076923,0.7
internet_whether,1,0.3,10,0.03,0.7
whether_this,1,0.3,17,0.017647059,0.7
this_material,1,0.3,563,0.00053286,0.7
material_is,1,0.3,10,0.03,0.7
is_good,1,0.3,1138,0.00026362,0.7
good_or,1,0.3,194,0.001546392,0.7
well_this,1,0.3,125,0.0024,0.7
whole_different,1,0.3,21,0.014285714,0.7
story_so,1,0.3,46,0.006521739,0.7
so_thats,1,0.3,387,0.000775194,0.7
thats_where,1,0.3,27,0.011111111,0.7
i_headed,1,0.3,1571,0.000190961,0.7
headed_waiting,1,0.3,6,0.05,0.7
my_wing,1,0.3,497,0.000603622,0.7
wing_stop,1,0.3,2,0.15,0.7
stop_in,1,0.3,34,0.008823529,0.7
interview_at,1,0.3,11,0.027272727,0.7
a_south,1,0.3,2406,0.000124688,0.7
south_minneapolis,1,0.3,22,0.013636364,0.7
minneapolis_coffeeshop,1,0.3,2,0.15,0.7
coffeeshop_near,1,0.3,1,0.3,0.7
near_his,1,0.3,24,0.0125,0.7
home_larson,1,0.3,75,0.004,0.7
few_key,1,0.3,61,0.004918033,0.7
key_pieces,1,0.3,14,0.021428571,0.7
of_evidence,1,0.3,1984,0.00015121,0.7
evidence_eventually,1,0.3,8,0.0375,0.7
eventually_swayed,1,0.3,13,0.023076923,0.7
swayed_the,1,0.3,1,0.3,0.7
jury_into,1,0.3,6,0.05,0.7
into_convicting,1,0.3,151,0.001986755,0.7
convicting_senser,1,0.3,1,0.3,0.7
senser_of,1,0.3,1,0.3,0.7
two_felony,1,0.3,120,0.0025,0.7
felony_counts,1,0.3,4,0.075,0.7
counts_but,1,0.3,4,0.075,0.7
difficult_and,1,0.3,15,0.02,0.7
emotional_task,1,0.3,6,0.05,0.7
task_larson,1,0.3,2,0.15,0.7
jury_began,1,0.3,6,0.05,0.7
began_deliberations,1,0.3,17,0.017647059,0.7
deliberations_they,1,0.3,2,0.15,0.7
decided_they,1,0.3,21,0.014285714,0.7
not_deadlock,1,0.3,455,0.000659341,0.7
deadlock_lazy,1,0.3,1,0.3,0.7
lazy_he's,1,0.3,6,0.05,0.7
he's_lazy,1,0.3,29,0.010344828,0.7
lazy_is,1,0.3,6,0.05,0.7
were_two,1,0.3,198,0.001515152,0.7
two_cute,1,0.3,120,0.0025,0.7
cute_dogs,1,0.3,15,0.02,0.7
the_vineyard,1,0.3,4856,6.17792E-05,0.7
vineyard_i,1,0.3,1,0.3,0.7
think_our,1,0.3,140,0.002142857,0.7
our_teachers,1,0.3,182,0.001648352,0.7
owner_were,1,0.3,8,0.0375,0.7
all_bothered,1,0.3,340,0.000882353,0.7
bothered_of,1,0.3,3,0.1,0.7
us_paying,1,0.3,112,0.002678571,0.7
paying_more,1,0.3,5,0.06,0.7
more_attention,1,0.3,251,0.001195219,0.7
dogs_than,1,0.3,9,0.033333333,0.7
information_he,1,0.3,26,0.011538462,0.7
giving_for,1,0.3,13,0.023076923,0.7
us_about,1,0.3,112,0.002678571,0.7
about_making,1,0.3,351,0.000854701,0.7
making_wine,1,0.3,38,0.007894737,0.7
wine_d,1,0.3,15,0.02,0.7
d_one,1,0.3,35,0.008571429,0.7
the_italian,1,0.3,4856,6.17792E-05,0.7
italian_teachers,1,0.3,5,0.06,0.7
teachers_asked,1,0.3,7,0.042857143,0.7
asked_us,1,0.3,26,0.011538462,0.7
dog_before,1,0.3,21,0.014285714,0.7
before_or,1,0.3,85,0.003529412,0.7
or_what,1,0.3,294,0.001020408,0.7
everyone_going,1,0.3,56,0.005357143,0.7
going_crazy,1,0.3,127,0.002362205,0.7
them_haha,1,0.3,182,0.001648352,0.7
haha_exactly,1,0.3,36,0.008333333,0.7
exactly_it's,1,0.3,9,0.033333333,0.7
it's_rough,1,0.3,185,0.001621622,0.7
rough_working,1,0.3,4,0.075,0.7
much_milk,1,0.3,115,0.002608696,0.7
milk_in,1,0.3,7,0.042857143,0.7
stomach_is,1,0.3,2,0.15,0.7
is_rough,1,0.3,1138,0.00026362,0.7
rough_only,1,0.3,4,0.075,0.7
month_though,1,0.3,38,0.007894737,0.7
though_happy,1,0.3,43,0.006976744,0.7
wednesday_at,1,0.3,28,0.010714286,0.7
p.m_thursday,1,0.3,35,0.008571429,0.7
thursday_an,1,0.3,25,0.012,0.7
officer_saw,1,0.3,9,0.033333333,0.7
saw_alexandria,1,0.3,44,0.006818182,0.7
