"word","p1","p1_estimate","p2","p2_estimate","p3","p3_estimate"
"purdue","will",0.3,"the",0.03355705,"to",0.01953579
"dunne","who",0.3,"the",0.03353719,"to",0.01952422
"admitted","that",0.3,"the",0.03382217,"to",0.01969013
"versed","on",0.3,"the",0.03374059,"to",0.01964263
"kuehner","having",0.3,"the",0.03346851,"to",0.01948424
"editors","in",0.3,"the",0.03398278,"to",0.01978363
"saguaro","senior",0.3,"the",0.03345599,"to",0.01947695
"d.j","foster",0.3,"the",0.03345303,"to",0.01947523
"workhorse","rushing",0.3,"the",0.03345303,"to",0.01947523
"57-yard","touchdown",0.3,"the",0.03345368,"to",0.01947561
"saguaro's","last",0.3,"the",0.03349984,"to",0.01950248
"#cubs","last",0.3,"the",0.03349984,"to",0.01950248
"twain","tolstoy",0.3,"the",0.03345237,"to",0.01947484
"tolstoy","harriet",0.3,"the",0.03345237,"to",0.01947484
"harriet","tubman",0.3,"the",0.03345237,"to",0.01947484
"tubman","you're",0.3,"the",0.0334718,"to",0.01948616
"ridiculous","hahah",0.3,"the",0.03345237,"to",0.01947484
"hahah","thanks",0.3,"the",0.03348235,"to",0.0194923
"racially","charge",0.3,"the",0.033455,"to",0.01947638
"wistar","said",0.3,"the",0.03356037,"to",0.01953772
"mousse","inside",0.3,"the",0.03345731,"to",0.01947772
"warped","tour",0.3,"the",0.03345632,"to",0.01947714
"nonsense","that",0.3,"the",0.03382217,"to",0.01969013
"freeholders","have",0.3,"the",0.03362344,"to",0.01957444
"galaxy's","designated",0.3,"the",0.0334527,"to",0.01947503
"lawmaker","from",0.3,"the",0.03358225,"to",0.01955046
"bribing","his",0.3,"the",0.03355871,"to",0.01953675
"xi","delta's",0.3,"the",0.03345237,"to",0.01947484
"delta's","autism",0.3,"the",0.03345237,"to",0.01947484
"autism","awareness",0.3,"the",0.03345368,"to",0.01947561
"flamin","um",0.3,"the",0.03345368,"to",0.01947561
"assist","dallas",0.3,"the",0.03345401,"to",0.0194758
"dilido","road",0.3,"the",0.03345731,"to",0.01947772
"fire-rescue","engine",0.3,"the",0.0334527,"to",0.01947503
"promises","by",0.3,"the",0.03354778,"to",0.01953039
"succession","of",0.3,"the",0.03411819,"to",0.01986246
"israel's","own",0.3,"the",0.03347081,"to",0.01948558
"settlements","and",0.3,"the",0.03427161,"to",0.01995178
"evacuate","many",0.3,"the",0.03348433,"to",0.01949345
"outposts","particularly",0.3,"the",0.03345632,"to",0.01947714
"#desperatehousewives","series",0.3,"the",0.03346027,"to",0.01947944
"60th","birthday",0.3,"the",0.03345994,"to",0.01947925
"thoughtful","and",0.3,"the",0.03427161,"to",0.01995178
"aka","lola",0.3,"the",0.0334527,"to",0.01947503
"ughh","and",0.3,"the",0.03427161,"to",0.01995178
"explainer","call",0.3,"the",0.03346851,"to",0.01948424
"peers","media",0.3,"the",0.03345764,"to",0.01947791
"survivor","of",0.3,"the",0.03411819,"to",0.01986246
"kaptur","acknowledging",0.3,"the",0.03345237,"to",0.01947484
"acknowledging","the",0.3,"to",0.02045203,"and",0.01757992
"congresswoman","who",0.3,"the",0.03353719,"to",0.01952422
"sole","vote",0.3,"the",0.03345731,"to",0.01947772
"gonzo","says",0.3,"the",0.03347345,"to",0.01948712
"shield","of",0.3,"the",0.03411819,"to",0.01986246
"overspread","the",0.3,"to",0.02045203,"and",0.01757992
"persist","over",0.3,"the",0.0334939,"to",0.01949902
"patrick","ohara",0.3,"the",0.03345237,"to",0.01947484
"ohara","a",0.3,"the",0.03426332,"to",0.01994695
"meteorologist","with",0.3,"the",0.03369577,"to",0.01961654
"holly","office",0.3,"the",0.03346389,"to",0.01948155
"campbell's","what",0.3,"the",0.03355242,"to",0.01953309
"starches","lmfao",0.3,"the",0.03345335,"to",0.01947542
"bombast","the",0.3,"to",0.02045203,"and",0.01757992
"ensemble","one",0.3,"the",0.03354116,"to",0.01952654
"fireworks","flamethrowers",0.3,"the",0.03345237,"to",0.01947484
"flamethrowers","laser",0.3,"the",0.03345303,"to",0.01947523
"catwalks","and",0.3,"the",0.03427161,"to",0.01995178
"succeeds","like",0.3,"the",0.03353289,"to",0.01952172
"fussed","and",0.3,"the",0.03427161,"to",0.01995178
"pampered","them",0.3,"the",0.03351206,"to",0.01950959
"tacoma","art",0.3,"the",0.03345698,"to",0.01947753
"sushi","they",0.3,"the",0.03356434,"to",0.01954003
"schmancy","clothes",0.3,"the",0.03345434,"to",0.01947599
"tugging","and",0.3,"the",0.03427161,"to",0.01995178
"adjusting","and",0.3,"the",0.03427161,"to",0.01995178
"fussing","don't",0.3,"the",0.03349126,"to",0.01949748
"tattoo","you",0.3,"the",0.03379627,"to",0.01967505
"atmosphere","of",0.3,"the",0.03411819,"to",0.01986246
"roddey","who",0.3,"the",0.03353719,"to",0.01952422
"slew","of",0.3,"the",0.03411819,"to",0.01986246
"appointments","and",0.3,"the",0.03427161,"to",0.01995178
"sworn","statement",0.3,"the",0.03345434,"to",0.01947599
"lineman","anthony",0.3,"the",0.03345566,"to",0.01947676
"hargrove","who",0.3,"the",0.03353719,"to",0.01952422
"ex-defensive","coordinator",0.3,"the",0.0334527,"to",0.01947503
"vitt","to",0.3,"the",0.03440934,"and",0.01721884
"bounties","on",0.3,"the",0.03374059,"to",0.01964263
"favre","or",0.3,"the",0.03354911,"to",0.01953116
"pressuring","anyone",0.3,"the",0.03346323,"to",0.01948117
"christoph","steegmans",0.3,"the",0.03345237,"to",0.01947484
"steegmans","said",0.3,"the",0.03356037,"to",0.01953772
"vernors","room",0.3,"the",0.0334606,"to",0.01947964
"saginaw","pontiac",0.3,"the",0.03345237,"to",0.01947484
"pontiac","he",0.3,"the",0.03361845,"to",0.01957153
"star-ledger","editor",0.3,"the",0.03345368,"to",0.01947561
"guenther","said",0.3,"the",0.03356037,"to",0.01953772
"gentle","souls",0.3,"the",0.0334527,"to",0.01947503
"denby","students",0.3,"the",0.03346323,"to",0.01948117
"streetlights","on",0.3,"the",0.03374059,"to",0.01964263
"indicative","of",0.3,"the",0.03411819,"to",0.01986246
"humanities","and",0.3,"the",0.03427161,"to",0.01995178
"graduates","in",0.3,"the",0.03398278,"to",0.01978363
"jobless","before",0.3,"the",0.03348004,"to",0.01949096
"condemning","duke",0.3,"the",0.03345303,"to",0.01947523
"rigorous","material",0.3,"the",0.03345533,"to",0.01947657
"makatura","declined",0.3,"the",0.03345434,"to",0.01947599
"reviewed","by",0.3,"the",0.03354778,"to",0.01953039
"fascinating","following",0.3,"the",0.0334606,"to",0.01947964
"crashers","top",0.3,"the",0.03346225,"to",0.01948059
"homeowner's","personality",0.3,"the",0.03345335,"to",0.01947542
"50mph","on",0.3,"the",0.03374059,"to",0.01964263
"robbery","so",0.3,"the",0.03357993,"to",0.0195491
"fraaann","such",0.3,"the",0.03346719,"to",0.01948347
"designs","today",0.3,"the",0.03348499,"to",0.01949384
"vg","do",0.3,"the",0.03353223,"to",0.01952133
"stops","the",0.3,"to",0.02045203,"and",0.01757992
"hurdle","affecting",0.3,"the",0.03345303,"to",0.01947523
"brightstar's","business",0.3,"the",0.03346818,"to",0.01948405
"nurses","to",0.3,"the",0.03440934,"and",0.01721884
"at-home","care",0.3,"the",0.03345895,"to",0.01947868
"wages","according",0.3,"the",0.03346027,"to",0.01947944
"brightstar","which",0.3,"the",0.03350116,"to",0.01950325
"annotation","that",0.3,"the",0.03382217,"to",0.01969013
"ranged","in",0.3,"the",0.03398278,"to",0.01978363
"employer's","voicemail",0.3,"the",0.03345237,"to",0.01947484
"voicemail","is",0.3,"the",0.03383092,"to",0.01969522
"kobe's","fault",0.3,"the",0.03345368,"to",0.01947561
"atrocity","of",0.3,"the",0.03411819,"to",0.01986246
"public-private","partnerships",0.3,"the",0.0334527,"to",0.01947503
"detriment","to",0.3,"the",0.03440934,"and",0.01721884
"ingrained","in",0.3,"the",0.03398278,"to",0.01978363
"takeover","of",0.3,"the",0.03411819,"to",0.01986246
"www.infowars.com","agenda-21-alert-public-private-partnerships",0.3,"the",0.03345237,"to",0.01947484
"agenda-21-alert-public-private-partnerships","the",0.3,"to",0.02045203,"and",0.01757992
"31st","32nd",0.3,"the",0.03345237,"to",0.01947484
"32nd","and",0.3,"the",0.03427161,"to",0.01995178
"33rd","the",0.3,"to",0.02045203,"and",0.01757992
"shangri-la","hotel",0.3,"the",0.033455,"to",0.01947638
"34th","to",0.3,"the",0.03440934,"and",0.01721884
"53rd","to",0.3,"the",0.03440934,"and",0.01721884
"observatory","from",0.3,"the",0.03358225,"to",0.01955046
"68th","to",0.3,"the",0.03440934,"and",0.01721884
"72nd","floor",0.3,"the",0.03345731,"to",0.01947772
"spire","reaches",0.3,"the",0.0334527,"to",0.01947503
"whooping","#oprah",0.3,"the",0.03345237,"to",0.01947484
"#oprah","her",0.3,"the",0.0335233,"to",0.01951614
"pours","out",0.3,"the",0.03354513,"to",0.01952885
"workbenches","stools",0.3,"the",0.03345237,"to",0.01947484
"stools","and",0.3,"the",0.03427161,"to",0.01995178
"construct","benches",0.3,"the",0.03345237,"to",0.01947484
"benches","in",0.3,"the",0.03398278,"to",0.01978363
"hallways","mo",0.3,"the",0.0334527,"to",0.01947503
"sesh's","today",0.3,"the",0.03348499,"to",0.01949384
"ganna","define",0.3,"the",0.03345303,"to",0.01947523
"addison","her",0.3,"the",0.0335233,"to",0.01951614
"complication","in",0.3,"the",0.03398278,"to",0.01978363
"ruins","everything",0.3,"the",0.03346258,"to",0.01948079
"conor","ahhhhh",0.3,"the",0.03345237,"to",0.01947484
"ahhhhh","max",0.3,"the",0.03345566,"to",0.01947676
"anyways","things",0.3,"the",0.03347938,"to",0.01949057
"glories","have",0.3,"the",0.03362344,"to",0.01957444
"ripening","finally",0.3,"the",0.03345994,"to",0.01947925
"flavorful","garden",0.3,"the",0.03345434,"to",0.01947599
"hott","heaven",0.3,"the",0.03345368,"to",0.01947561
"billboard's","top",0.3,"the",0.03346225,"to",0.01948059
"alpocalypse","the",0.3,"to",0.02045203,"and",0.01757992
"yankovic","with",0.3,"the",0.03369577,"to",0.01961654
"parodying","gaga",0.3,"the",0.0334527,"to",0.01947503
"four-week","average",0.3,"the",0.03345665,"to",0.01947733
"volatile","measure",0.3,"the",0.0334527,"to",0.01947503
"lowest","since",0.3,"the",0.03347312,"to",0.01948692
"bard's","town",0.3,"the",0.03345829,"to",0.01947829
"7th","jake",0.3,"the",0.03345335,"to",0.01947542
"virtual","conference",0.3,"the",0.03345829,"to",0.01947829
"victimization","by",0.3,"the",0.03354778,"to",0.01953039
"malicious","online",0.3,"the",0.03345764,"to",0.01947791
"activity","such",0.3,"the",0.03346719,"to",0.01948347
"phishing","scams",0.3,"the",0.03345237,"to",0.01947484
"scams","identity",0.3,"the",0.03345434,"to",0.01947599
"normality","has",0.3,"the",0.03353289,"to",0.01952172
"back-to-school","comedy",0.3,"the",0.03345467,"to",0.01947618
"immature","which",0.3,"the",0.03350116,"to",0.01950325
"screens","at",0.3,"the",0.03365107,"to",0.01959052
"neapolitan","scientist",0.3,"the",0.03345303,"to",0.01947523
"alliance","with",0.3,"the",0.03369577,"to",0.01961654
"lankan","cricket",0.3,"the",0.03345237,"to",0.01947484
"cricket","player",0.3,"the",0.03346126,"to",0.01948002
"paola","randi",0.3,"the",0.03345237,"to",0.01947484
"randi","will",0.3,"the",0.03355705,"to",0.01953579
"aggressor","he",0.3,"the",0.03361845,"to",0.01957153
"warriors","simply",0.3,"the",0.03345533,"to",0.01947657
"reacting","to",0.3,"the",0.03440934,"and",0.01721884
"publicity","being",0.3,"the",0.03348433,"to",0.01949345
"fighters","in",0.3,"the",0.03398278,"to",0.01978363
"empowerment","gifts",0.3,"the",0.03345368,"to",0.01947561
"sanctifying","gifts",0.3,"the",0.03345368,"to",0.01947561
"emphasis","of",0.3,"the",0.03411819,"to",0.01986246
"advise","you",0.3,"the",0.03379627,"to",0.01967505
"edification","and",0.3,"the",0.03427161,"to",0.01995178
"rowash","to",0.3,"the",0.03440934,"and",0.01721884
"inquiry","about",0.3,"the",0.03356799,"to",0.01954215
"breach","of",0.3,"the",0.03411819,"to",0.01986246
"tenants","to",0.3,"the",0.03440934,"and",0.01721884
"lease","is",0.3,"the",0.03383092,"to",0.01969522
"curfew","and",0.3,"the",0.03427161,"to",0.01995178
"vandalism","to",0.3,"the",0.03440934,"and",0.01721884
"employee's","account",0.3,"the",0.03345698,"to",0.01947753
"withholding","taxes",0.3,"the",0.033455,"to",0.01947638
"peeps","saying",0.3,"the",0.03345961,"to",0.01947906
"ariz","phone",0.3,"the",0.03345895,"to",0.01947868
"otis","clay",0.3,"the",0.0334527,"to",0.01947503
"vocalist","still",0.3,"the",0.03348565,"to",0.01949422
"overcomes","the",0.3,"to",0.02045203,"and",0.01757992
"jimi","hendrix",0.3,"the",0.03345237,"to",0.01947484
"hendrix","no",0.3,"the",0.03351834,"to",0.01951325
"recs","once",0.3,"the",0.03346653,"to",0.01948309
"ovation","i",0.3,"the",0.03397734,"to",0.01978047
"baths","next",0.3,"the",0.03347807,"to",0.0194898
"fischell","said",0.3,"the",0.03356037,"to",0.01953772
"angelmed","is",0.3,"the",0.03383092,"to",0.01969522
"middle-class","because",0.3,"the",0.0334939,"to",0.01949902
"wreck-less","abandon",0.3,"the",0.0334527,"to",0.01947503
"abandoning","ourselves",0.3,"the",0.03345434,"to",0.01947599
"breakups","against",0.3,"the",0.03346258,"to",0.01948079
"65-yard","fumble",0.3,"the",0.03345237,"to",0.01947484
"fumble","return",0.3,"the",0.03345533,"to",0.01947657
"lockdown","for",0.3,"the",0.03381544,"to",0.01968621
"brenner","said",0.3,"the",0.03356037,"to",0.01953772
"junk","store",0.3,"the",0.03345928,"to",0.01947887
"cart","which",0.3,"the",0.03350116,"to",0.01950325
"chippy","yellow",0.3,"the",0.03345368,"to",0.01947561
"#samily","too",0.3,"the",0.03349357,"to",0.01949883
"#ehs","experience",0.3,"the",0.03345994,"to",0.01947925
"cf","was",0.3,"the",0.0336634,"to",0.0195977
"humbling","today",0.3,"the",0.03348499,"to",0.01949384
"squat","cleans",0.3,"the",0.0334527,"to",0.01947503
"jerks","but",0.3,"the",0.03361679,"to",0.01957056
"cautionary","words",0.3,"the",0.03345797,"to",0.0194781
"faiths","should",0.3,"the",0.03347477,"to",0.01948788
"appealed","to",0.3,"the",0.03440934,"and",0.01721884
"conservatives","to",0.3,"the",0.03440934,"and",0.01721884
"#makethestage","@internetweek",0.3,"the",0.03345237,"to",0.01947484
"@internetweek","new",0.3,"the",0.03351272,"to",0.01950998
"j.mp","i0hhxn",0.3,"and",0.216666667,"into",0.05
"i0hhxn","this",0.3,"the",0.03363841,"to",0.01958315
"amateur","entering",0.3,"the",0.03345335,"to",0.01947542
"thesame","tools",0.3,"the",0.03345401,"to",0.0194758
"womans","best",0.3,"the",0.03348136,"to",0.01949172
"memphis","ck",0.3,"the",0.0334527,"to",0.01947503
"spiritual","life",0.3,"the",0.033484,"to",0.01949326
"frontier","howard",0.3,"the",0.03345401,"to",0.0194758
"macey","elston",0.3,"the",0.03345237,"to",0.01947484
"elston","court",0.3,"the",0.03345797,"to",0.0194781
"transaction","and",0.3,"the",0.03427161,"to",0.01995178
"penny","added",0.3,"the",0.03345665,"to",0.01947733
"receipt","every",0.3,"the",0.03347675,"to",0.01948904
"olde","fee",0.3,"the",0.03345335,"to",0.01947542
"waier","but",0.3,"the",0.03361679,"to",0.01957056
"thou","faithful",0.3,"the",0.0334527,"to",0.01947503
"unto","death",0.3,"the",0.03345797,"to",0.0194781
"goonies","one",0.3,"the",0.03354116,"to",0.01952654
"anton","bruckner",0.3,"the",0.03345237,"to",0.01947484
"bruckner","nothing",0.3,"the",0.03346554,"to",0.01948251
"dissapointment","lmao",0.3,"the",0.03345434,"to",0.01947599
"mankind","through",0.3,"the",0.03347905,"to",0.01949038
"civilization","overall",0.3,"the",0.03345566,"to",0.01947676
"breakout","season",0.3,"the",0.03346851,"to",0.01948424
"thome","he",0.3,"the",0.03361845,"to",0.01957153
"on-base","percentage",0.3,"the",0.03345434,"to",0.01947599
"slugging","percentage",0.3,"the",0.03345434,"to",0.01947599
"#asksarah","#brewers",0.3,"the",0.03345237,"to",0.01947484
"#brewers","#cardinals",0.3,"the",0.03345237,"to",0.01947484
"#cardinals","#postseason",0.3,"the",0.03345237,"to",0.01947484
"#postseason","game",0.3,"the",0.03347609,"to",0.01948865
"explodes","atlanta",0.3,"the",0.03345566,"to",0.01947676
"quirk","or",0.3,"the",0.03354911,"to",0.01953116
"twist","one",0.3,"the",0.03354116,"to",0.01952654
"entry-level","position",0.3,"the",0.03345467,"to",0.01947618
"fearsome","that",0.3,"the",0.03382217,"to",0.01969013
"scariest","words",0.3,"the",0.03345797,"to",0.0194781
"adoption","received",0.3,"the",0.03345599,"to",0.01947695
"wonderstruck","from",0.3,"the",0.03358225,"to",0.01955046
"stalker","p",0.3,"the",0.033455,"to",0.01947638
"deli","it",0.3,"the",0.03376304,"to",0.01965571
"popeyes","chicken",0.3,"the",0.03345698,"to",0.01947753
"allardyce","and",0.3,"the",0.03427161,"to",0.01995178
"pulis","are",0.3,"the",0.03362777,"to",0.01957695
"unpredictability","in",0.3,"the",0.03398278,"to",0.01978363
"bursts","of",0.3,"the",0.03411819,"to",0.01986246
"input","through",0.3,"the",0.03347905,"to",0.01949038
"strategies","set",0.3,"the",0.03346554,"to",0.01948251
"rote","he",0.3,"the",0.03361845,"to",0.01957153
"uninspiring","but",0.3,"the",0.03361679,"to",0.01957056
"moan","about",0.3,"the",0.03356799,"to",0.01954215
"mcadams","for",0.3,"the",0.03381544,"to",0.01968621
"allie","in",0.3,"the",0.03398278,"to",0.01978363
"fixated","for",0.3,"the",0.03381544,"to",0.01968621
"everyones","needs",0.3,"the",0.0334606,"to",0.01947964
"forecasting","sales",0.3,"the",0.03345731,"to",0.01947772
"tlm","communities",0.3,"the",0.03345303,"to",0.01947523
"strongly","i",0.3,"the",0.03397734,"to",0.01978047
"sceptical","about",0.3,"the",0.03356799,"to",0.01954215
"pujols","but",0.3,"the",0.03361679,"to",0.01957056
"sheila","oliver",0.3,"the",0.03345303,"to",0.01947523
"jersey's","first",0.3,"the",0.0334906,"to",0.0194971
"swearing-in","ceremony",0.3,"the",0.03345335,"to",0.01947542
"statehouse","velociraptors",0.3,"the",0.03345237,"to",0.01947484
"velociraptors","are",0.3,"the",0.03362777,"to",0.01957695
"intend","to",0.3,"the",0.03440934,"and",0.01721884
"intending","larry",0.3,"the",0.03345368,"to",0.01947561
"bingham","larrybingham@news.oregonian.com",0.3,"the",0.03345237,"to",0.01947484
"larrybingham@news.oregonian.com","at",0.3,"the",0.03365107,"to",0.01959052
"jackets","in",0.3,"the",0.03398278,"to",0.01978363
"bevy","of",0.3,"the",0.03411819,"to",0.01986246
"slacks","ties",0.3,"the",0.03345335,"to",0.01947542
"vividly","colorful",0.3,"the",0.03345303,"to",0.01947523
"zone.very","edgy",0.3,"the",0.0334527,"to",0.01947503
"#hire","us",0.3,"the",0.03348895,"to",0.01949614
"#content","#writing",0.3,"the",0.03345237,"to",0.01947484
"#writing","needs",0.3,"the",0.0334606,"to",0.01947964
"#services","so",0.3,"the",0.03357993,"to",0.0195491
"#brand","make",0.3,"the",0.0334939,"to",0.01949902
"kanye","and",0.3,"the",0.03427161,"to",0.01995178
"z","take",0.3,"the",0.03348169,"to",0.01949192
"#listofturnoffs","when",0.3,"the",0.03354149,"to",0.01952673
"alot","lol",0.3,"the",0.03347807,"to",0.0194898
"5am","follow",0.3,"the",0.03347114,"to",0.01948577
"geek-chic","address",0.3,"the",0.033455,"to",0.01947638
"az","ckc",0.3,"the",0.03345237,"to",0.01947484
"ckc","custom",0.3,"the",0.03345401,"to",0.0194758
"constructing","quality",0.3,"the",0.03345599,"to",0.01947695
"antonio","texas",0.3,"the",0.03345335,"to",0.01947542
"tour-ians","a",0.3,"the",0.03426332,"to",0.01994695
"check-in","on",0.3,"the",0.03374059,"to",0.01964263
"sportacular","#redwings",0.3,"the",0.0334527,"to",0.01947503
"#predators","you're",0.3,"the",0.0334718,"to",0.01948616
"willis","said",0.3,"the",0.03356037,"to",0.01953772
"dreaded","getting",0.3,"the",0.03346884,"to",0.01948443
"fascinated","by",0.3,"the",0.03354778,"to",0.01953039
"general's","office",0.3,"the",0.03346389,"to",0.01948155
"constitute","criminal",0.3,"the",0.0334527,"to",0.01947503
"twitters","since",0.3,"the",0.03347312,"to",0.01948692
"toledo","ohio",0.3,"the",0.03345731,"to",0.01947772
"polishes","early",0.3,"the",0.03346159,"to",0.01948021
"swatched","and",0.3,"the",0.03427161,"to",0.01995178
"glitters","can",0.3,"the",0.03352627,"to",0.01951787
"photograph","too",0.3,"the",0.03349357,"to",0.01949883
"nightmare","on",0.3,"the",0.03374059,"to",0.01964263
"knack","for",0.3,"the",0.03381544,"to",0.01968621
"awful","swatches",0.3,"the",0.0334527,"to",0.01947503
"truthful","i'm",0.3,"the",0.03350645,"to",0.01950633
"3am","all",0.3,"the",0.03356434,"to",0.01954003
"blaq","attire",0.3,"the",0.03345237,"to",0.01947484
"attire","when",0.3,"the",0.03354149,"to",0.01952673
"invent","a",0.3,"the",0.03426332,"to",0.01994695
"ttc","thing",0.3,"the",0.03347312,"to",0.01948692
"apologies","for",0.3,"the",0.03381544,"to",0.01968621
"glass-half-full","kinda",0.3,"the",0.03345434,"to",0.01947599
"rejection","can",0.3,"the",0.03352627,"to",0.01951787
"sporadically","but",0.3,"the",0.03361679,"to",0.01957056
"dunno","the",0.3,"to",0.02045203,"and",0.01757992
"downside","of",0.3,"the",0.03411819,"to",0.01986246
"napa","is",0.3,"the",0.03383092,"to",0.01969522
"collars","are",0.3,"the",0.03362777,"to",0.01957695
"stuntin","like",0.3,"the",0.03353289,"to",0.01952172
"amran","pasha",0.3,"the",0.03345237,"to",0.01947484
"pasha","said",0.3,"the",0.03356037,"to",0.01953772
"circumvent","the",0.3,"to",0.02045203,"and",0.01757992
"watchu","tryna",0.3,"the",0.03345303,"to",0.01947523
"prix","under",0.3,"the",0.03346159,"to",0.01948021
"downforce","racing",0.3,"the",0.03345335,"to",0.01947542
"composed","of",0.3,"the",0.03411819,"to",0.01986246
"dillon","an",0.3,"the",0.03354745,"to",0.0195302
"contractor","and",0.3,"the",0.03427161,"to",0.01995178
"constellation","energy",0.3,"the",0.03345698,"to",0.01947753
"executives","felix",0.3,"the",0.0334527,"to",0.01947503
"reck","the",0.3,"to",0.02045203,"and",0.01757992
"lb","riley",0.3,"the",0.03345335,"to",0.01947542
"aviv","and",0.3,"the",0.03427161,"to",0.01995178
"va","mr",0.3,"the",0.03346027,"to",0.01947944
"lynch","mr",0.3,"the",0.03346027,"to",0.01947944
"misleading","ads",0.3,"the",0.03345303,"to",0.01947523
"conductors","i'm",0.3,"the",0.03350645,"to",0.01950633
"salsa","no",0.3,"the",0.03351834,"to",0.01951325
"loutit","library",0.3,"the",0.03345467,"to",0.01947618
"artwalk","competition",0.3,"the",0.03345368,"to",0.01947561
"www.ghartwalk.com","i",0.3,"the",0.03397734,"to",0.01978047
"bicone","next",0.3,"the",0.03347807,"to",0.0194898
"five-petal","design",0.3,"the",0.03345797,"to",0.0194781
"semi-circle","and",0.3,"the",0.03427161,"to",0.01995178
"focal","or",0.3,"the",0.03354911,"to",0.01953116
"semi-circles","creating",0.3,"the",0.03345632,"to",0.01947714
"scalloped","design",0.3,"the",0.03345797,"to",0.0194781
"#youknowyouratchetwhen","you",0.3,"the",0.03379627,"to",0.01967505
"fry","one",0.3,"the",0.03354116,"to",0.01952654
"instinctively","made",0.3,"the",0.03348697,"to",0.01949499
"ing","make",0.3,"the",0.0334939,"to",0.01949902
"glove","they",0.3,"the",0.03356434,"to",0.01954003
"seans","jubilation",0.3,"the",0.03345237,"to",0.01947484
"jubilation","at",0.3,"the",0.03365107,"to",0.01959052
"clueless","was",0.3,"the",0.0336634,"to",0.0195977
"aj","ellis",0.3,"the",0.0334527,"to",0.01947503
"kthnx","oh",0.3,"the",0.03346752,"to",0.01948366
"ottawa","area",0.3,"the",0.03345764,"to",0.01947791
"doze","an",0.3,"the",0.03354745,"to",0.0195302
"abington","home",0.3,"the",0.03347675,"to",0.01948904
"treadmill","an",0.3,"the",0.03354745,"to",0.0195302
"elliptical","trainer",0.3,"the",0.03345335,"to",0.01947542
"surfing","and",0.3,"the",0.03427161,"to",0.01995178
"stretches","and",0.3,"the",0.03427161,"to",0.01995178
"poses","lauc'ers",0.3,"the",0.03345237,"to",0.01947484
"lauc'ers","are",0.3,"the",0.03362777,"to",0.01957695
"serpentine","flowing",0.3,"the",0.03345237,"to",0.01947484
"flowing","hips",0.3,"the",0.03345237,"to",0.01947484
"hips","rest",0.3,"the",0.03345665,"to",0.01947733
"popped","up",0.3,"the",0.03355142,"to",0.01953251
"kick-off","rally",0.3,"the",0.03345303,"to",0.01947523
"s.b","which",0.3,"steak",0.3,"the",0.03345335
"diego's","water",0.3,"the",0.03345928,"to",0.01947887
"preschool","to",0.3,"the",0.03440934,"and",0.01721884
"tab","preliminary",0.3,"the",0.03345237,"to",0.01947484
"preliminary","estimates",0.3,"the",0.03345368,"to",0.01947561
"a-hole","today",0.3,"the",0.03348499,"to",0.01949384
"misrepresented","the",0.3,"to",0.02045203,"and",0.01757992
"cntrcepn","issue",0.3,"the",0.03345829,"to",0.01947829
"mani","pedi",0.3,"the",0.03345237,"to",0.01947484
"pedi","is",0.3,"the",0.03383092,"to",0.01969522
"marsden","has",0.3,"the",0.03353289,"to",0.01952172
"paypal","is",0.3,"the",0.03383092,"to",0.01969522
"karpas","north",0.3,"the",0.03345961,"to",0.01947906
"engagement","told",0.3,"the",0.0334662,"to",0.0194829
"mashable","the",0.3,"to",0.02045203,"and",0.01757992
"blurring","for",0.3,"the",0.03381544,"to",0.01968621
"additions","the",0.3,"to",0.02045203,"and",0.01757992
"vere","while",0.3,"the",0.03347971,"to",0.01949076
"hougang","residents",0.3,"the",0.03345698,"to",0.01947753
"exerting","pressure",0.3,"the",0.03345335,"to",0.01947542
"hsien","loong",0.3,"the",0.03345237,"to",0.01947484
"loong","to",0.3,"the",0.03440934,"and",0.01721884
"by-election","soon",0.3,"the",0.03346126,"to",0.01948002
"wp","clear",0.3,"the",0.03345632,"to",0.01947714
"collinsville","park",0.3,"the",0.03346258,"to",0.01948079
"hollwood","always",0.3,"the",0.03347312,"to",0.01948692
"wikileaks","published",0.3,"the",0.03345434,"to",0.01947599
"cockpit","video",0.3,"the",0.03345698,"to",0.01947753
"apache","helicopter",0.3,"the",0.0334527,"to",0.01947503
"civilians","including",0.3,"the",0.03346093,"to",0.01947983
"civilian","deaths",0.3,"the",0.03345368,"to",0.01947561
"accidental","drivers",0.3,"the",0.03345368,"to",0.01947561
"antinucci","who",0.3,"the",0.03353719,"to",0.01952422
"circumstances","may",0.3,"the",0.03347444,"to",0.01948769
"berdych","gilles",0.3,"the",0.03345237,"to",0.01947484
"gilles","simon",0.3,"the",0.03345368,"to",0.01947561
"juan","martin",0.3,"the",0.033455,"to",0.01947638
"potro","gael",0.3,"the",0.03345237,"to",0.01947484
"gael","monfils",0.3,"the",0.03345237,"to",0.01947484
"monfils","richard",0.3,"the",0.03345401,"to",0.0194758
"gasquet","and",0.3,"the",0.03427161,"to",0.01995178
"fernando","verdasco",0.3,"the",0.03345237,"to",0.01947484
"verdasco","all",0.3,"the",0.03356434,"to",0.01954003
"millie","show",0.3,"the",0.03347477,"to",0.01948788
"#sadtweet","watching",0.3,"the",0.03346291,"to",0.01948098
"kong","about",0.3,"the",0.03356799,"to",0.01954215
"yrs","ago",0.3,"the",0.03346093,"to",0.01947983
"ambassadors","are",0.3,"the",0.03362777,"to",0.01957695
"barney","matthews",0.3,"the",0.03345303,"to",0.01947523
